lh_gm_vol_0,lh_gm_vol_1,lh_gm_vol_2,lh_gm_vol_3,lh_gm_vol_4,lh_gm_vol_5,lh_gm_vol_6,lh_gm_vol_7,lh_gm_vol_8,lh_gm_vol_9,lh_gm_vol_10,lh_gm_vol_11,lh_gm_vol_12,lh_gm_vol_13,lh_gm_vol_14,lh_gm_vol_15,lh_gm_vol_16,lh_gm_vol_17,lh_gm_vol_18,lh_gm_vol_19,lh_gm_vol_20,lh_gm_vol_21,lh_gm_vol_22,lh_gm_vol_23,lh_gm_vol_24,lh_gm_vol_25,lh_gm_vol_26,lh_gm_vol_27,lh_gm_vol_28,lh_gm_vol_29,lh_gm_vol_30,lh_gm_vol_31,lh_gm_vol_32,lh_gm_vol_33,rh_gm_vol_0,rh_gm_vol_1,rh_gm_vol_2,rh_gm_vol_3,rh_gm_vol_4,rh_gm_vol_5,rh_gm_vol_6,rh_gm_vol_7,rh_gm_vol_8,rh_gm_vol_9,rh_gm_vol_10,rh_gm_vol_11,rh_gm_vol_12,rh_gm_vol_13,rh_gm_vol_14,rh_gm_vol_15,rh_gm_vol_16,rh_gm_vol_17,rh_gm_vol_18,rh_gm_vol_19,rh_gm_vol_20,rh_gm_vol_21,rh_gm_vol_22,rh_gm_vol_23,rh_gm_vol_24,rh_gm_vol_25,rh_gm_vol_26,rh_gm_vol_27,rh_gm_vol_28,rh_gm_vol_29,rh_gm_vol_30,rh_gm_vol_31,rh_gm_vol_32,rh_gm_vol_33,volume_paths
2024,1718,6417,2995,1634,10335,14557,12011,2713,10346,7212,7256,5465,12733,1556,4107,4070,1670,3802,2621,8874,3112,14163,12052,1766,15496,24877,14969,11713,11406,907,2403,1055,6355,1876,2630,5917,3484,1136,10666,16090,11394,2412,10624,6971,7765,4278,13182,1457,3622,3433,2416,4286,3170,9927,3359,14069,11907,2491,17034,22707,13498,11842,12452,879,2585,1091,6698,/data/users2/kwang26/aibm_hcp_normalized/529549_3T_T1w_MPR1.nii.gz
2005,1604,7556,2890,1210,8696,10417,11467,2145,8407,6641,6035,5553,8434,1905,2758,4065,2421,2957,2662,9434,3165,13295,8823,2022,17049,18602,10780,11349,9487,834,2286,1209,5455,2005,1969,6026,2529,1047,7515,13881,7468,1800,9223,6554,6642,4795,10197,1645,3948,3612,2530,4225,2962,7767,2504,12355,8645,2239,16251,18001,9471,10963,7522,1085,1968,756,5539,/data/users2/kwang26/aibm_hcp_normalized/174437_3T_T1w_MPR1.nii.gz
2324,1928,5978,3737,1714,11178,11503,10834,2558,12748,8751,7786,6027,10527,2169,3633,4535,2203,4256,2645,9469,2864,12778,9529,3155,15668,22891,12385,12015,11429,755,2256,1692,7392,2352,2402,6964,3288,1731,11202,13391,11529,2731,12707,8347,7710,5793,11879,2233,3270,4497,2764,4872,3010,8983,3454,12529,9914,1979,14803,20975,12595,11096,10239,1136,2094,973,8007,/data/users2/kwang26/aibm_hcp_normalized/140117_3T_T1w_MPR1.nii.gz
3154,1717,5527,2594,1322,10865,13498,11091,2452,11836,8336,6907,4255,10450,2054,2969,3937,2222,4917,2232,9166,2688,13607,10319,2494,17193,20997,12986,12402,11467,589,2086,1488,6914,2661,2449,7352,3582,2079,10119,16497,11450,1941,11657,7244,7021,5283,10474,1780,4247,4040,2657,5528,2655,8580,4127,12834,10109,1997,14723,21511,11327,11636,10948,756,1922,1214,7207,/data/users2/kwang26/aibm_hcp_normalized/321323_3T_T1w_MPR1.nii.gz
2296,1655,6013,2978,1727,11325,12585,8882,2212,11684,7450,6538,5113,10470,1852,3399,6515,2197,3444,2449,9561,3221,12827,10183,2751,15569,21805,11987,11211,9327,887,2514,1390,6519,2464,2127,6393,3180,1314,10358,15113,10366,2369,9809,7497,6592,5292,11147,1995,4059,4401,2261,3908,2756,9488,3009,15268,11083,2126,15919,20846,12938,11136,10040,959,2196,745,6267,/data/users2/kwang26/aibm_hcp_normalized/190031_3T_T1w_MPR1.nii.gz
3014,3289,9065,4253,1883,14372,16910,15363,3469,14732,8866,8975,6403,13534,2589,4326,8489,2348,4776,3173,13478,4259,17281,14441,4276,19555,27327,19225,16558,13736,863,2042,1594,8461,3243,3588,10262,4452,2289,13579,20897,13880,4150,15124,9116,9578,6445,16297,2829,4303,7101,3416,6437,3594,12458,4990,16187,13038,3301,21038,25332,18852,15673,12964,1344,3132,1519,9442,/data/users2/kwang26/aibm_hcp_normalized/753251_3T_T1w_MPR1.nii.gz
3039,2699,6613,4523,1839,11072,12265,12353,2561,12078,8985,8202,5632,12726,1941,3294,5902,2904,3634,3509,9963,3169,14340,10576,2709,17767,23976,13631,11670,12359,920,2428,1004,6197,2941,2627,6840,3950,1766,8603,16421,12012,2386,11579,9096,8803,6118,13804,2262,4200,4602,2849,4502,4019,8902,2632,13919,12088,2858,18657,23408,14614,10720,12097,1252,2533,890,5894,/data/users2/kwang26/aibm_hcp_normalized/114823_3T_T1w_MPR1.nii.gz
3322,2061,8686,3880,1714,13990,16377,12136,3737,13470,9661,9302,6859,12445,1826,4904,4618,2538,4054,4266,12951,4397,17612,14075,3592,18576,28285,14277,14058,13606,1048,2006,1369,7221,2990,2073,6774,4661,1722,14446,17858,12528,3098,12856,9119,9122,7129,13613,2022,5212,3613,3488,5016,3958,12067,3993,16434,14512,3001,22180,29415,16229,13798,12064,1071,2515,1098,8291,/data/users2/kwang26/aibm_hcp_normalized/159138_3T_T1w_MPR1.nii.gz
2543,2032,6801,2963,1533,9421,14597,12111,2387,12289,7241,6693,4824,11578,1954,3458,5502,2262,3196,1938,10973,3329,11346,10143,2536,15641,23378,12795,12564,10629,828,2075,1234,6530,2982,2278,6274,3009,1368,10450,16189,10085,2152,9871,8104,6792,5189,12862,2072,4336,4515,2627,4918,2386,10867,3616,12431,11152,2182,16216,22804,12932,12516,11302,995,1798,1118,6581,/data/users2/kwang26/aibm_hcp_normalized/212217_3T_T1w_MPR1.nii.gz
3303,2528,7213,3890,2105,14210,14920,13246,3119,11623,8766,7929,5728,12235,2409,3475,6161,2231,4807,3774,10259,3150,15729,11017,2900,17284,24230,14498,11490,10662,901,2015,1050,7703,2110,2310,6728,3875,1958,12228,17283,10844,2295,12742,8520,8884,5963,13836,2228,3473,5244,2697,6595,4006,11641,4347,15362,11405,1778,19434,25668,14028,12320,12141,1215,2166,1116,7201,/data/users2/kwang26/aibm_hcp_normalized/285446_3T_T1w_MPR1.nii.gz
2752,2391,7467,3231,1443,12318,13835,12103,2921,11173,9077,7062,5481,12290,1733,4008,5357,2508,3702,2827,11469,4055,16692,10151,3573,18868,26655,13549,11782,12184,700,2712,1616,7209,2481,2186,5909,4189,1498,12319,16129,9621,2526,12964,8493,7093,5311,13498,1759,4763,5327,2699,5098,2875,11392,4404,16371,10962,2736,19238,28075,14038,11935,12200,870,2195,1120,7829,/data/users2/kwang26/aibm_hcp_normalized/307127_3T_T1w_MPR1.nii.gz
3416,2613,8452,3081,1956,14568,15988,15184,3153,12162,8407,6962,6538,13373,2865,4510,6295,2499,4131,3105,10747,4123,15074,11706,4073,20310,28810,13925,15282,13486,957,2748,1697,8152,2569,4015,7173,3797,1466,12923,19664,12084,2280,14982,8560,7470,6561,14233,2543,6190,5220,3164,4916,2610,11109,4510,15820,12037,2479,20046,29729,14400,15297,14002,1587,2506,1488,8487,/data/users2/kwang26/aibm_hcp_normalized/996782_3T_T1w_MPR1.nii.gz
2008,1733,4795,3629,1646,8681,10394,7657,2098,11652,6975,7106,5052,8186,1755,3024,3908,2183,3992,2676,8951,2415,12995,9026,2273,16078,23248,12085,10768,8909,673,2385,1178,6556,1909,2643,4699,3567,1384,8522,12712,7476,2439,10405,6838,7916,5142,9364,1735,4593,4568,2525,4437,2940,8251,2796,12177,9746,2064,16788,21228,11894,10139,9954,895,2288,854,6642,/data/users2/kwang26/aibm_hcp_normalized/195041_3T_T1w_MPR1.nii.gz
3986,2943,11113,4123,3015,17107,17493,16114,3810,15309,10631,9056,8253,13920,3053,4586,6830,2978,5367,3776,15456,5282,19023,16105,4454,24610,33048,17840,16332,16194,1170,2732,2035,9238,4377,3313,10007,4352,1512,15965,18591,13825,4138,15957,11153,8777,8517,17993,2228,4504,5981,3961,4988,4226,13222,5632,20591,17684,2736,25933,33608,19922,18592,15736,1097,2574,1517,9943,/data/users2/kwang26/aibm_hcp_normalized/656657_3T_T1w_MPR1.nii.gz
3098,2836,8112,3172,1510,10593,14037,9655,2771,11671,8779,7910,5601,10530,2466,4847,5665,2213,3689,3515,13080,4686,17766,11240,4126,17829,29298,14491,13752,13314,497,2577,1507,8139,3121,3233,8312,3352,1301,11596,17006,10880,2853,11482,8065,7697,6554,12091,2682,5950,5540,2334,5401,3640,12736,4056,18560,12365,2694,21377,25597,14900,14281,11639,1389,1842,1365,8337,/data/users2/kwang26/aibm_hcp_normalized/965771_3T_T1w_MPR1.nii.gz
3258,1783,8654,3368,1731,10504,13899,11906,2732,11966,7981,8509,5270,12635,2238,3351,4880,2351,3710,2873,8809,3311,13399,10783,3098,16163,22656,12828,12922,11789,575,2165,1124,6998,2531,2344,5837,3364,1655,10575,19588,11138,2526,11589,7850,6870,5120,14926,2163,3710,4774,2891,4551,2945,8790,3485,13366,11152,2531,17798,20963,13282,10543,10022,925,2233,892,7785,/data/users2/kwang26/aibm_hcp_normalized/160931_3T_T1w_MPR1.nii.gz
3198,3196,7295,3491,1898,10010,14948,13499,3089,11897,8310,8432,6596,12764,2415,3517,5539,2043,3240,2244,9940,3577,14605,11394,3565,19815,22514,16333,12695,12902,804,2341,1354,7194,2881,3875,6293,3790,1838,10487,18396,11304,2521,11805,8094,8498,6397,14862,2532,3940,4549,2597,4346,2934,10280,4085,14950,12596,2260,21016,22855,16366,12016,11268,1307,2501,983,7102,/data/users2/kwang26/aibm_hcp_normalized/792564_3T_T1w_MPR1.nii.gz
2913,3032,8573,3114,2429,12613,13388,15722,3231,14114,9439,6997,6859,13788,2479,3779,4446,2291,3867,2833,10965,3478,14431,12232,3321,17969,24650,16120,13089,11474,778,2714,1214,7706,2778,3540,7250,3053,2371,13888,16311,13888,2847,13867,8795,7144,5942,15979,2695,3505,4361,2664,5322,3048,12806,3814,13664,13360,3363,20717,22781,13857,13252,11200,1100,2415,938,8408,/data/users2/kwang26/aibm_hcp_normalized/211720_3T_T1w_MPR1.nii.gz
2362,2934,7132,3681,1915,10398,10749,11692,2119,12319,8068,7008,5599,11624,2610,3757,6118,2007,4066,3406,9853,3366,14979,11608,3202,18255,22728,13860,13446,11878,915,2673,1359,7678,3029,2248,6827,3987,1651,11039,14132,10537,2206,12102,7038,7126,5934,13003,1881,4396,4731,2709,5903,3842,10511,2860,14927,11240,2206,20256,23866,14317,13551,10270,1380,2524,1142,8065,/data/users2/kwang26/aibm_hcp_normalized/106016_3T_T1w_MPR1.nii.gz
2611,2469,6754,3480,1505,10327,14948,12718,2753,11124,7789,6271,5701,11754,2025,3680,5044,2512,3599,2811,10585,2976,14569,9126,2911,17123,20517,12424,12852,11166,695,2014,1027,6701,3155,1922,5876,3809,1682,10041,16855,12196,2586,10872,7427,6717,4949,13766,1982,4098,4191,3173,4914,3430,9797,2865,13036,10360,2228,16826,23668,12723,11233,11919,870,2239,1051,7321,/data/users2/kwang26/aibm_hcp_normalized/126628_3T_T1w_MPR1.nii.gz
3291,1722,6936,3529,1640,15736,14851,12507,2434,12153,9101,7243,6574,13276,2781,4663,4185,2368,4127,3303,11979,3882,17094,12905,4247,20570,28392,14330,14830,14053,887,2638,1171,8388,3760,3787,7236,3699,1818,12553,22811,13814,2383,12198,8665,8649,6732,14299,2688,5885,4831,2808,5257,3548,12101,3816,17044,13700,3631,21357,27274,14153,15379,11037,929,2294,1014,9336,/data/users2/kwang26/aibm_hcp_normalized/894067_3T_T1w_MPR1.nii.gz
2350,1972,6328,2582,1737,10157,13530,12359,2963,11559,8480,6087,5494,10991,2148,4242,5123,2369,3655,1745,11872,3427,14380,11005,2748,17273,23067,13391,12282,12757,981,2673,1144,6770,2480,1759,5431,2925,2228,10146,19010,11033,2619,13040,7893,6851,5145,11158,1685,4617,4651,2765,5374,2419,10257,3761,14555,11191,2181,18423,23257,13712,11430,10456,1014,2486,1347,6770,/data/users2/kwang26/aibm_hcp_normalized/171633_3T_T1w_MPR1.nii.gz
2847,2336,9743,4500,1876,11854,13803,13113,3163,15103,9726,9602,6235,14222,2221,4067,7990,2160,4839,4112,13313,4455,17908,12627,2905,22853,34126,17780,16538,16690,1239,2500,1579,9637,3323,2958,11255,4014,1344,12642,21771,13961,3026,17010,9162,10160,6734,16089,2391,5381,5177,3103,6429,4259,10626,4653,19164,14513,3274,24063,28564,17443,14339,11399,1519,1848,1580,8645,/data/users2/kwang26/aibm_hcp_normalized/192136_3T_T1w_MPR1.nii.gz
2939,2277,6712,3730,1596,11352,12219,11702,3031,11404,8512,6618,5784,12226,2171,3430,5183,2077,3591,3139,11047,3401,14642,10432,2622,16270,23083,12892,11554,11102,631,2503,1336,6833,3076,1976,5436,4035,1366,10292,15135,10308,2890,11036,8224,8103,5688,12739,1999,4100,5026,2817,5123,3724,9879,3828,14995,10359,1789,15900,23813,14061,12808,10439,1063,2136,880,6644,/data/users2/kwang26/aibm_hcp_normalized/208125_3T_T1w_MPR1.nii.gz
3087,4147,8647,3557,2117,12200,13847,13283,3769,14901,9234,9470,6452,10268,2268,4420,4874,2320,5305,3061,11524,4518,15973,13421,4407,20671,24342,15597,15296,14655,718,2926,1669,8132,3777,2836,7443,4286,2117,13104,15189,12607,2945,16046,8946,8998,6647,14839,2324,5249,5799,3179,5767,3596,12982,4660,16208,13925,3316,20122,26433,15283,15076,12892,1399,2430,988,9246,/data/users2/kwang26/aibm_hcp_normalized/127933_3T_T1w_MPR1.nii.gz
2308,1684,7402,3634,1679,11844,10364,9873,2311,11157,6667,5163,4639,10682,1904,3418,5134,1886,3505,2538,9058,3607,13892,9640,1947,16443,22935,12206,13743,9215,686,2682,1705,5646,2776,1813,7590,3516,1165,10681,14542,9463,1810,9343,6730,5529,4762,11531,1660,3644,5343,2055,5003,2574,8987,3613,13674,10173,2616,17469,21823,12131,12607,9293,868,1983,992,4862,/data/users2/kwang26/aibm_hcp_normalized/246133_3T_T1w_MPR1.nii.gz
3433,1873,9348,3571,1690,12681,11440,12513,2603,14006,8675,8222,6437,11106,1822,4235,4991,2132,4113,3277,10765,3572,13544,12357,2419,19247,28502,17209,15586,11746,802,2587,1529,7035,3579,3660,6472,4121,2358,10684,17679,13319,2337,15269,8120,9054,5636,11545,2024,4677,4545,3187,5437,3449,10335,4337,14571,12361,3248,18328,25903,16859,12832,12128,1221,2659,1424,7982,/data/users2/kwang26/aibm_hcp_normalized/789373_3T_T1w_MPR1.nii.gz
2424,2616,6074,4001,1435,10946,11814,9341,2301,13273,8106,8209,4919,11132,2561,3745,4222,2273,3103,2772,9719,3083,14378,10129,3527,17681,23625,15753,12457,11454,751,2018,1482,6660,2231,2510,6615,4453,1737,10432,13364,9565,2889,13159,7931,8466,5659,11495,2158,3670,4052,3035,4164,3511,10162,3376,15143,10447,2559,17916,23138,17122,11337,13312,1127,2434,961,7511,/data/users2/kwang26/aibm_hcp_normalized/196750_3T_T1w_MPR1.nii.gz
2070,1638,5989,3489,1445,10231,12015,11807,2373,11059,6915,6579,4451,10045,2208,3597,4706,2195,3287,3296,8571,2713,11950,10022,2696,15872,20391,14471,10873,11131,748,2107,1110,5630,2627,2049,6381,3725,1185,9445,14895,11598,1998,10945,6915,7136,4974,11431,2453,3464,5214,2320,4176,3099,13125,2499,12497,10224,1962,15199,20207,11799,10784,8989,1091,2304,877,6446,/data/users2/kwang26/aibm_hcp_normalized/825048_3T_T1w_MPR1.nii.gz
2604,2044,8992,3150,1465,8374,12398,10587,2025,10668,6838,5535,5963,9659,1789,4141,4763,1925,3528,2575,10134,2884,13208,9471,3583,16820,23374,11990,11244,10072,520,2131,1195,6675,2480,2698,6386,3402,1559,9156,14379,11375,2084,10188,6742,5348,6494,10969,1655,3808,4491,2318,4465,3173,10207,3030,13112,9850,1940,19923,22928,12493,10328,11019,827,2184,1015,7251,/data/users2/kwang26/aibm_hcp_normalized/190132_3T_T1w_MPR1.nii.gz
2884,2807,5741,3693,1630,9577,13875,10934,2757,12844,8280,7932,5518,10908,2329,3555,5591,2296,3786,3362,9460,3491,13278,10158,2735,18244,21477,13549,12869,9993,693,2307,1440,7129,3083,2606,5806,4000,1318,8327,17909,11770,2629,12150,8747,7993,5838,11615,2502,3335,3663,3029,5032,3550,8590,3573,13115,10522,2208,19645,22829,13677,12052,11488,839,2281,1021,7507,/data/users2/kwang26/aibm_hcp_normalized/580650_3T_T1w_MPR1.nii.gz
2693,2127,7463,3678,1408,11321,12565,11373,2613,12266,8820,8038,5668,12770,1929,3865,4468,2198,4763,2929,11448,4365,14447,9767,3179,20445,27165,12137,13852,11372,862,2098,1553,8231,2963,2897,6871,3476,1279,11752,16446,10260,2992,12410,8347,7642,5963,14020,1902,4264,3784,2908,7432,3235,10667,4325,15092,9868,3308,21738,24133,12991,13006,10966,889,2123,1242,8217,/data/users2/kwang26/aibm_hcp_normalized/548250_3T_T1w_MPR1.nii.gz
2721,2216,8437,3129,1795,11075,14331,14466,3334,12299,9800,8583,6075,11779,2613,4568,6378,2078,4091,2977,10266,4264,15531,10943,3166,18135,25696,14707,13172,10949,899,2578,1462,7159,2897,2426,8090,3165,1736,12419,16863,13131,2969,12556,9877,6824,6195,13321,1965,5174,4227,3287,4656,2797,9716,3553,16775,11366,2676,19044,25735,13699,14035,11184,1102,2201,1268,7212,/data/users2/kwang26/aibm_hcp_normalized/188448_3T_T1w_MPR1.nii.gz
2375,1917,7632,3701,1922,10152,11913,9943,2524,13128,7383,7331,5689,10033,1828,3596,5963,1968,3542,2860,9225,2831,14319,9716,1750,16612,20991,11867,10994,10259,615,2648,1448,6121,1971,1786,6596,3633,1797,7972,13714,9342,2234,13062,7395,8260,4354,10919,1475,3674,4125,3248,4711,3440,9457,3202,14865,10120,1535,16922,22010,12508,12266,9981,1074,1977,1464,5975,/data/users2/kwang26/aibm_hcp_normalized/125525_3T_T1w_MPR1.nii.gz
2884,1664,4624,3021,2012,9631,12462,11002,2333,12217,7218,7088,5799,9342,2755,3504,4223,1963,3582,2591,10587,2903,13264,10588,2854,16575,23835,12812,12414,10791,753,2781,1647,6300,2592,1911,6099,2978,1426,11709,14283,11750,2311,12597,7367,6879,5542,11333,2221,3159,3769,2369,3419,3180,10482,2731,13414,11137,1967,16204,23577,14278,11630,10801,1068,2340,1104,7198,/data/users2/kwang26/aibm_hcp_normalized/522434_3T_T1w_MPR1.nii.gz
2975,1473,5679,3509,2179,10312,11829,11032,2554,10022,7954,8640,4358,10594,2406,2779,4629,2392,3073,2930,11687,3194,15275,10066,2320,15363,21568,11745,10848,11429,688,2669,1221,7266,2241,1686,5004,3081,2095,10057,13978,9505,2573,11301,8184,7809,5761,12421,2048,3564,3990,3036,4716,3359,11168,3042,14403,10619,1915,15132,20532,11033,11230,10772,881,2598,1143,6396,/data/users2/kwang26/aibm_hcp_normalized/117122_3T_T1w_MPR1.nii.gz
2558,2622,6983,3593,1758,11722,13598,11053,2362,11696,7559,6974,5675,10762,2013,4082,5255,2158,2951,2425,12300,2687,14944,11031,2941,16153,23738,13220,12017,11288,842,2546,1109,6668,2569,2491,6183,4047,1913,9898,17247,9321,2456,10814,7137,7030,5041,13202,1966,4593,5131,3010,3730,2858,11471,3581,14554,11239,2692,16833,22493,14344,13234,11004,1066,2538,1028,6908,/data/users2/kwang26/aibm_hcp_normalized/187547_3T_T1w_MPR1.nii.gz
3083,1573,6716,3854,2260,11770,15991,14585,3041,13818,9288,5719,5857,13180,2353,3713,6611,2833,5023,2741,10531,3770,14306,13198,2504,20130,29099,17269,15315,14438,898,2502,1712,7939,2687,2471,5402,4258,2177,11716,17712,13694,3124,12178,9629,7133,6704,14133,2215,5612,6136,2977,5534,3297,12361,4631,15926,12751,2043,18775,28605,16002,14742,12934,1221,2368,1826,8177,/data/users2/kwang26/aibm_hcp_normalized/299154_3T_T1w_MPR1.nii.gz
3392,1387,5270,4089,1852,10231,12246,11032,2769,11121,8066,7860,6152,12162,1556,4053,5444,1979,3493,3711,11054,2956,15272,9636,3026,19415,24275,12859,12319,9891,753,2671,1160,6852,2166,2880,5001,3652,1713,10421,14780,11804,2364,11132,8081,9024,4944,13134,2045,4718,4198,2695,3696,3914,10099,3446,13660,11185,2961,19835,23531,13917,12866,11775,857,1817,884,6986,/data/users2/kwang26/aibm_hcp_normalized/917255_3T_T1w_MPR1.nii.gz
3178,2476,8125,4584,1691,11338,16267,13077,4662,17135,10669,12151,6591,15756,2603,3556,6847,2835,4960,4149,15308,4636,16966,10994,3979,20580,25813,14912,12932,11972,786,2098,1543,9189,3945,1893,8710,1992,1716,11739,20119,10502,4385,16963,10284,10951,6741,18462,3007,4251,4791,3379,7067,2848,11846,4030,17734,15800,3567,20451,28688,16076,14059,12308,1160,2051,1230,9689,/data/users2/kwang26/aibm_hcp_normalized/124220_3T_T1w_MPR1.nii.gz
1852,1130,6120,2410,1296,9367,12028,9627,1522,7828,6925,4958,4320,7420,1849,3220,4489,1742,2859,1936,8822,2934,11491,7653,2286,13721,19494,10323,10884,9321,553,1934,1346,5863,1876,2127,3450,2562,1067,9250,13851,9556,1406,8225,6760,5530,4985,8917,2014,3914,4286,2521,4171,1907,7474,3140,11495,7426,1335,13652,19600,12445,9641,9044,1004,1669,937,6171,/data/users2/kwang26/aibm_hcp_normalized/172332_3T_T1w_MPR1.nii.gz
1989,1968,6689,2978,1480,9587,11081,9661,2290,12054,7100,6397,5291,10484,2037,3593,4813,1949,4664,2773,9955,3278,13153,9621,2262,15261,23147,12049,11863,9082,837,1741,1112,7049,2201,2335,6831,3491,1208,9475,14788,8934,2390,12759,7342,6655,5219,11286,1633,3688,3761,2601,4664,3037,10334,2981,15627,10285,2622,15558,20134,12019,10951,9639,1359,2688,918,6851,/data/users2/kwang26/aibm_hcp_normalized/143325_3T_T1w_MPR1.nii.gz
3364,1637,7535,3887,2013,9943,15052,12209,2750,13355,8740,8081,5493,12635,2524,3850,5259,1956,3493,3130,12471,3026,15428,11156,2722,16082,24502,13255,12250,11805,768,2398,1081,7579,2721,3045,7477,4115,2440,10836,16845,12117,1840,13678,8248,8472,5404,12463,1924,4629,4733,2523,5442,3542,10228,4452,13967,11052,2849,15724,21956,15130,11338,10666,923,2107,884,7988,/data/users2/kwang26/aibm_hcp_normalized/177645_3T_T1w_MPR1.nii.gz
2332,1659,5865,2434,1289,8316,8772,10994,2390,9495,6791,5054,5312,9753,1692,3261,4230,1842,3661,1964,7937,2993,13232,8832,2215,15833,22707,11887,9178,9863,788,2178,1054,5180,2237,1638,5744,2526,1194,7866,11464,9790,2227,8749,7274,5621,4947,10298,1488,3144,3603,3105,3876,2099,9337,3147,11714,9179,1779,17134,22614,12158,10285,9864,1208,1587,1223,5223,/data/users2/kwang26/aibm_hcp_normalized/179548_3T_T1w_MPR1.nii.gz
2427,1318,6152,2932,1207,9663,10529,8536,1975,10825,6183,6521,5103,9485,2085,3618,4306,2101,3985,2754,8875,2882,12588,8232,2459,15709,20976,11856,12207,9686,753,2074,1260,5927,2415,1736,6280,2989,1202,8895,14118,9129,2258,9784,7047,7064,5062,10922,1899,3429,4362,2792,3732,3476,8608,2084,13142,8675,1852,16121,19339,12643,11216,8831,914,1703,982,6113,/data/users2/kwang26/aibm_hcp_normalized/611231_3T_T1w_MPR1.nii.gz
3123,1792,7522,3885,1932,10869,15368,11517,2869,13040,8371,7593,5164,12330,2453,3960,5790,2287,4378,3336,10742,4076,14412,11204,2851,19713,28801,16592,14147,12869,851,2704,1803,7135,2714,3595,6123,3894,1754,11060,18997,13732,2442,10587,8149,7938,6328,15997,1819,4369,4519,3240,5352,3610,11683,3722,15756,12112,2551,20572,25345,17207,12416,11923,1240,2543,1256,6920,/data/users2/kwang26/aibm_hcp_normalized/112314_3T_T1w_MPR1.nii.gz
3323,2901,7498,4507,2493,10621,15852,13418,3374,14925,8708,6845,6611,10600,1829,3968,6651,2086,3922,4253,11910,3925,14453,11256,2559,18592,25640,13166,13303,11643,895,2376,1505,7505,2196,2112,6578,5461,1835,10979,19027,13550,3196,13750,9059,7979,5979,12656,1913,4861,3977,3020,4419,4326,9723,3365,15258,11933,2790,22920,25927,14638,10680,10854,1071,2109,980,8230,/data/users2/kwang26/aibm_hcp_normalized/154734_3T_T1w_MPR1.nii.gz
3236,2604,6212,4436,2427,10885,16656,12995,2524,14055,10280,8840,5991,13188,2903,3236,4196,2958,3957,3818,9726,3408,13900,11440,3057,19285,22068,11286,13583,13145,567,2271,1628,8423,2701,2386,6657,4147,1892,12121,16827,11583,2557,13457,9991,9339,6309,14724,2720,3364,3862,3028,4611,3951,9964,3762,15440,10946,2390,17868,22192,15503,13153,14558,1054,2825,984,8520,/data/users2/kwang26/aibm_hcp_normalized/588565_3T_T1w_MPR1.nii.gz
3500,2357,7860,3185,1574,11984,13386,14951,2692,10932,9483,5745,6619,14492,2322,4405,7062,2643,5536,1935,9956,3998,14760,11798,3129,19438,28254,14728,14705,14488,878,2273,1901,8769,2813,2108,8224,3303,1561,13666,17687,15293,2625,12242,9922,5127,7034,14485,2295,4301,4167,3477,5836,1943,9800,4673,16061,13019,2159,22564,29061,14111,15059,13668,898,2864,1278,9466,/data/users2/kwang26/aibm_hcp_normalized/857263_3T_T1w_MPR1.nii.gz
2495,2148,6404,3252,1648,10651,12118,11430,2651,9839,7276,7657,5373,10981,1873,3622,5606,1884,3739,2738,10033,3409,14099,10302,3007,15674,21528,12005,13228,11792,638,2277,1250,6492,2573,2887,7536,3807,1243,8637,17338,11353,2501,11203,8118,6767,4994,12544,1775,4233,4054,2598,4703,2855,10183,4371,13567,10254,2680,16190,20885,11566,11931,8642,1127,1895,968,6721,/data/users2/kwang26/aibm_hcp_normalized/173940_3T_T1w_MPR1.nii.gz
2340,1621,6393,2924,1728,10290,13809,12962,3493,11753,7554,7102,6457,10494,1748,4139,4578,2709,4484,2314,11149,3814,14807,10876,2752,19667,24289,12751,11630,11186,691,1792,1665,6891,1947,2917,6889,3683,1702,10258,16453,12198,3332,11854,7970,7921,6117,11494,1842,5402,4928,3012,4693,3794,10113,3371,13568,12128,2320,17793,24285,13550,10726,10403,960,1742,931,7543,/data/users2/kwang26/aibm_hcp_normalized/169343_3T_T1w_MPR1.nii.gz
2333,1622,6765,2153,1470,8452,11397,9022,2051,8542,6865,5609,4839,10256,1917,3903,4204,2182,3480,1634,8153,2663,13011,7422,2665,14718,20091,10255,12269,9629,877,2761,1293,6073,2127,1421,7457,2646,1457,8460,14503,8970,1878,8158,6911,6229,4947,11663,1688,3887,3430,2708,4296,1893,8482,2756,12925,7859,2199,14425,19402,10561,10028,8946,838,2438,1028,6774,/data/users2/kwang26/aibm_hcp_normalized/171532_3T_T1w_MPR1.nii.gz
3084,2110,7924,3458,1823,10093,12854,10222,2993,13040,7776,5405,4449,11496,2104,2812,5200,2368,3258,1985,9678,3324,14888,10094,2704,16778,19954,14527,14921,12088,717,2276,1521,6592,2893,2501,6084,3389,2035,9465,16479,12056,3049,11722,7566,7353,4896,12279,2033,4068,3940,2462,4499,2453,8135,2973,14207,10537,2060,17674,22970,13888,12237,9035,872,2059,1180,6766,/data/users2/kwang26/aibm_hcp_normalized/163129_3T_T1w_MPR1.nii.gz
